Source Name,ArrayExpress_Accession,Cell Type,Dir
serum1_2,ERR522972,serum,/home/s2321661/Test/align/ERR522972/ERR522972_Aligned.sortedByCoord.out.bam
serum1_20,ERR523166,serum,/home/s2321661/Test/align/ERR523166/ERR523166_Aligned.sortedByCoord.out.bam
serum1_21,ERR522854,serum,/home/s2321661/Test/align/ERR522854/ERR522854_Aligned.sortedByCoord.out.bam
serum1_22,ERR523023,serum,/home/s2321661/Test/align/ERR523023/ERR523023_Aligned.sortedByCoord.out.bam
serum1_23,ERR522923,serum,/home/s2321661/Test/align/ERR522923/ERR522923_Aligned.sortedByCoord.out.bam
serum1_24,ERR523099,serum,/home/s2321661/Test/align/ERR523099/ERR523099_Aligned.sortedByCoord.out.bam
serum1_25,ERR522897,serum,/home/s2321661/Test/align/ERR522897/ERR522897_Aligned.sortedByCoord.out.bam
serum1_26,ERR522942,serum,/home/s2321661/Test/align/ERR522942/ERR522942_Aligned.sortedByCoord.out.bam
serum1_27,ERR522905,serum,/home/s2321661/Test/align/ERR522905/ERR522905_Aligned.sortedByCoord.out.bam
serum1_28,ERR522916,serum,/home/s2321661/Test/align/ERR522916/ERR522916_Aligned.sortedByCoord.out.bam
serum1_29,ERR523071,serum,/home/s2321661/Test/align/ERR523071/ERR523071_Aligned.sortedByCoord.out.bam
serum1_3,ERR523021,serum,/home/s2321661/Test/align/ERR523021/ERR523021_Aligned.sortedByCoord.out.bam
serum1_30,ERR522968,serum,/home/s2321661/Test/align/ERR522968/ERR522968_Aligned.sortedByCoord.out.bam
serum1_31,ERR523043,serum,/home/s2321661/Test/align/ERR523043/ERR523043_Aligned.sortedByCoord.out.bam
serum1_32,ERR523182,serum,/home/s2321661/Test/align/ERR523182/ERR523182_Aligned.sortedByCoord.out.bam
serum1_33,ERR523085,serum,/home/s2321661/Test/align/ERR523085/ERR523085_Aligned.sortedByCoord.out.bam
serum1_34,ERR522903,serum,/home/s2321661/Test/align/ERR522903/ERR522903_Aligned.sortedByCoord.out.bam
serum1_35,ERR523139,serum,/home/s2321661/Test/align/ERR523139/ERR523139_Aligned.sortedByCoord.out.bam
serum1_36,ERR522951,serum,/home/s2321661/Test/align/ERR522951/ERR522951_Aligned.sortedByCoord.out.bam
serum1_37,ERR523086,serum,/home/s2321661/Test/align/ERR523086/ERR523086_Aligned.sortedByCoord.out.bam
serum1_38,ERR522993,serum,/home/s2321661/Test/align/ERR522993/ERR522993_Aligned.sortedByCoord.out.bam
serum1_39,ERR522904,serum,/home/s2321661/Test/align/ERR522904/ERR522904_Aligned.sortedByCoord.out.bam
serum1_4,ERR522981,serum,/home/s2321661/Test/align/ERR522981/ERR522981_Aligned.sortedByCoord.out.bam
serum1_40,ERR523053,serum,/home/s2321661/Test/align/ERR523053/ERR523053_Aligned.sortedByCoord.out.bam
serum1_41,ERR522823,serum,/home/s2321661/Test/align/ERR522823/ERR522823_Aligned.sortedByCoord.out.bam
serum1_42,ERR523069,serum,/home/s2321661/Test/align/ERR523069/ERR523069_Aligned.sortedByCoord.out.bam
serum1_43,ERR523173,serum,/home/s2321661/Test/align/ERR523173/ERR523173_Aligned.sortedByCoord.out.bam
serum1_44,ERR523128,serum,/home/s2321661/Test/align/ERR523128/ERR523128_Aligned.sortedByCoord.out.bam
serum1_45,ERR522982,serum,/home/s2321661/Test/align/ERR522982/ERR522982_Aligned.sortedByCoord.out.bam
serum1_46,ERR522840,serum,/home/s2321661/Test/align/ERR522840/ERR522840_Aligned.sortedByCoord.out.bam
serum1_47,ERR523148,serum,/home/s2321661/Test/align/ERR523148/ERR523148_Aligned.sortedByCoord.out.bam
serum1_48,ERR522980,serum,/home/s2321661/Test/align/ERR522980/ERR522980_Aligned.sortedByCoord.out.bam
serum1_49,ERR523146,serum,/home/s2321661/Test/align/ERR523146/ERR523146_Aligned.sortedByCoord.out.bam
serum1_5,ERR523038,serum,/home/s2321661/Test/align/ERR523038/ERR523038_Aligned.sortedByCoord.out.bam
serum1_50,ERR522835,serum,/home/s2321661/Test/align/ERR522835/ERR522835_Aligned.sortedByCoord.out.bam
serum1_51,ERR522836,serum,/home/s2321661/Test/align/ERR522836/ERR522836_Aligned.sortedByCoord.out.bam
serum1_52,ERR523192,serum,/home/s2321661/Test/align/ERR523192/ERR523192_Aligned.sortedByCoord.out.bam
serum1_53,ERR523117,serum,/home/s2321661/Test/align/ERR523117/ERR523117_Aligned.sortedByCoord.out.bam
serum1_54,ERR523131,serum,/home/s2321661/Test/align/ERR523131/ERR523131_Aligned.sortedByCoord.out.bam
serum1_55,ERR522867,serum,/home/s2321661/Test/align/ERR522867/ERR522867_Aligned.sortedByCoord.out.bam
serum1_56,ERR523083,serum,/home/s2321661/Test/align/ERR523083/ERR523083_Aligned.sortedByCoord.out.bam
serum1_57,ERR522969,serum,/home/s2321661/Test/align/ERR522969/ERR522969_Aligned.sortedByCoord.out.bam
serum1_58,ERR522896,serum,/home/s2321661/Test/align/ERR522896/ERR522896_Aligned.sortedByCoord.out.bam
serum1_59,ERR523009,serum,/home/s2321661/Test/align/ERR523009/ERR523009_Aligned.sortedByCoord.out.bam
serum1_6,ERR523165,serum,/home/s2321661/Test/align/ERR523165/ERR523165_Aligned.sortedByCoord.out.bam
serum1_60,ERR522859,serum,/home/s2321661/Test/align/ERR522859/ERR522859_Aligned.sortedByCoord.out.bam
serum1_61,ERR522913,serum,/home/s2321661/Test/align/ERR522913/ERR522913_Aligned.sortedByCoord.out.bam
serum1_62,ERR523010,serum,/home/s2321661/Test/align/ERR523010/ERR523010_Aligned.sortedByCoord.out.bam
serum1_63,ERR523008,serum,/home/s2321661/Test/align/ERR523008/ERR523008_Aligned.sortedByCoord.out.bam
serum1_64,ERR522961,serum,/home/s2321661/Test/align/ERR522961/ERR522961_Aligned.sortedByCoord.out.bam
serum1_65,ERR523164,serum,/home/s2321661/Test/align/ERR523164/ERR523164_Aligned.sortedByCoord.out.bam
serum1_66,ERR522844,serum,/home/s2321661/Test/align/ERR522844/ERR522844_Aligned.sortedByCoord.out.bam
serum1_67,ERR523082,serum,/home/s2321661/Test/align/ERR523082/ERR523082_Aligned.sortedByCoord.out.bam
serum1_68,ERR523145,serum,/home/s2321661/Test/align/ERR523145/ERR523145_Aligned.sortedByCoord.out.bam
serum1_69,ERR522960,serum,/home/s2321661/Test/align/ERR522960/ERR522960_Aligned.sortedByCoord.out.bam
serum1_7,ERR523149,serum,/home/s2321661/Test/align/ERR523149/ERR523149_Aligned.sortedByCoord.out.bam
serum1_70,ERR522875,serum,/home/s2321661/Test/align/ERR522875/ERR522875_Aligned.sortedByCoord.out.bam
serum1_71,ERR522997,serum,/home/s2321661/Test/align/ERR522997/ERR522997_Aligned.sortedByCoord.out.bam
serum1_72,ERR523088,serum,/home/s2321661/Test/align/ERR523088/ERR523088_Aligned.sortedByCoord.out.bam
serum1_73,ERR523150,serum,/home/s2321661/Test/align/ERR523150/ERR523150_Aligned.sortedByCoord.out.bam
serum1_74,ERR522899,serum,/home/s2321661/Test/align/ERR522899/ERR522899_Aligned.sortedByCoord.out.bam
serum1_75,ERR523019,serum,/home/s2321661/Test/align/ERR523019/ERR523019_Aligned.sortedByCoord.out.bam
serum1_76,ERR522843,serum,/home/s2321661/Test/align/ERR522843/ERR522843_Aligned.sortedByCoord.out.bam
serum1_77,ERR523028,serum,/home/s2321661/Test/align/ERR523028/ERR523028_Aligned.sortedByCoord.out.bam
serum1_78,ERR522994,serum,/home/s2321661/Test/align/ERR522994/ERR522994_Aligned.sortedByCoord.out.bam
serum1_79,ERR522887,serum,/home/s2321661/Test/align/ERR522887/ERR522887_Aligned.sortedByCoord.out.bam
serum1_8,ERR522910,serum,/home/s2321661/Test/align/ERR522910/ERR522910_Aligned.sortedByCoord.out.bam
serum1_80,ERR523205,serum,/home/s2321661/Test/align/ERR523205/ERR523205_Aligned.sortedByCoord.out.bam
serum1_81,ERR523144,serum,/home/s2321661/Test/align/ERR523144/ERR523144_Aligned.sortedByCoord.out.bam
serum1_82,ERR522965,serum,/home/s2321661/Test/align/ERR522965/ERR522965_Aligned.sortedByCoord.out.bam
serum1_83,ERR522866,serum,/home/s2321661/Test/align/ERR522866/ERR522866_Aligned.sortedByCoord.out.bam
serum1_84,ERR522940,serum,/home/s2321661/Test/align/ERR522940/ERR522940_Aligned.sortedByCoord.out.bam
serum1_85,ERR522944,serum,/home/s2321661/Test/align/ERR522944/ERR522944_Aligned.sortedByCoord.out.bam
serum1_86,ERR523157,serum,/home/s2321661/Test/align/ERR523157/ERR523157_Aligned.sortedByCoord.out.bam
serum1_87,ERR522872,serum,/home/s2321661/Test/align/ERR522872/ERR522872_Aligned.sortedByCoord.out.bam
serum1_88,ERR522822,serum,/home/s2321661/Test/align/ERR522822/ERR522822_Aligned.sortedByCoord.out.bam
serum1_89,ERR523176,serum,/home/s2321661/Test/align/ERR523176/ERR523176_Aligned.sortedByCoord.out.bam
serum1_9,ERR523184,serum,/home/s2321661/Test/align/ERR523184/ERR523184_Aligned.sortedByCoord.out.bam
serum1_90,ERR522996,serum,/home/s2321661/Test/align/ERR522996/ERR522996_Aligned.sortedByCoord.out.bam
serum1_91,ERR523159,serum,/home/s2321661/Test/align/ERR523159/ERR523159_Aligned.sortedByCoord.out.bam
serum1_92,ERR523061,serum,/home/s2321661/Test/align/ERR523061/ERR523061_Aligned.sortedByCoord.out.bam
serum1_93,ERR522979,serum,/home/s2321661/Test/align/ERR522979/ERR522979_Aligned.sortedByCoord.out.bam
serum1_94,ERR523091,serum,/home/s2321661/Test/align/ERR523091/ERR523091_Aligned.sortedByCoord.out.bam
serum1_95,ERR522821,serum,/home/s2321661/Test/align/ERR522821/ERR522821_Aligned.sortedByCoord.out.bam
serum1_96,ERR523168,serum,/home/s2321661/Test/align/ERR523168/ERR523168_Aligned.sortedByCoord.out.bam
serum2_1,ERR523127,serum,/home/s2321661/Test/align/ERR523127/ERR523127_Aligned.sortedByCoord.out.bam
serum2_10,ERR522963,serum,/home/s2321661/Test/align/ERR522963/ERR522963_Aligned.sortedByCoord.out.bam
serum2_11,ERR523000,serum,/home/s2321661/Test/align/ERR523000/ERR523000_Aligned.sortedByCoord.out.bam
serum2_12,ERR522917,serum,/home/s2321661/Test/align/ERR522917/ERR522917_Aligned.sortedByCoord.out.bam
serum2_13,ERR522918,serum,/home/s2321661/Test/align/ERR522918/ERR522918_Aligned.sortedByCoord.out.bam
serum2_14,ERR523089,serum,/home/s2321661/Test/align/ERR523089/ERR523089_Aligned.sortedByCoord.out.bam
serum2_15,ERR522912,serum,/home/s2321661/Test/align/ERR522912/ERR522912_Aligned.sortedByCoord.out.bam
serum2_16,ERR523104,serum,/home/s2321661/Test/align/ERR523104/ERR523104_Aligned.sortedByCoord.out.bam
serum2_17,ERR522884,serum,/home/s2321661/Test/align/ERR522884/ERR522884_Aligned.sortedByCoord.out.bam
serum2_18,ERR523032,serum,/home/s2321661/Test/align/ERR523032/ERR523032_Aligned.sortedByCoord.out.bam
serum2_19,ERR523121,serum,/home/s2321661/Test/align/ERR523121/ERR523121_Aligned.sortedByCoord.out.bam
serum2_2,ERR523077,serum,/home/s2321661/Test/align/ERR523077/ERR523077_Aligned.sortedByCoord.out.bam
serum2_20,ERR523140,serum,/home/s2321661/Test/align/ERR523140/ERR523140_Aligned.sortedByCoord.out.bam
serum2_21,ERR523132,serum,/home/s2321661/Test/align/ERR523132/ERR523132_Aligned.sortedByCoord.out.bam
serum2_22,ERR523017,serum,/home/s2321661/Test/align/ERR523017/ERR523017_Aligned.sortedByCoord.out.bam
serum2_23,ERR523167,serum,/home/s2321661/Test/align/ERR523167/ERR523167_Aligned.sortedByCoord.out.bam
serum2_24,ERR523075,serum,/home/s2321661/Test/align/ERR523075/ERR523075_Aligned.sortedByCoord.out.bam
serum2_25,ERR522939,serum,/home/s2321661/Test/align/ERR522939/ERR522939_Aligned.sortedByCoord.out.bam
serum2_26,ERR522863,serum,/home/s2321661/Test/align/ERR522863/ERR522863_Aligned.sortedByCoord.out.bam
serum2_27,ERR522989,serum,/home/s2321661/Test/align/ERR522989/ERR522989_Aligned.sortedByCoord.out.bam
serum2_28,ERR522991,serum,/home/s2321661/Test/align/ERR522991/ERR522991_Aligned.sortedByCoord.out.bam
serum2_29,ERR523112,serum,/home/s2321661/Test/align/ERR523112/ERR523112_Aligned.sortedByCoord.out.bam
serum2_3,ERR523001,serum,/home/s2321661/Test/align/ERR523001/ERR523001_Aligned.sortedByCoord.out.bam
serum2_30,ERR522857,serum,/home/s2321661/Test/align/ERR522857/ERR522857_Aligned.sortedByCoord.out.bam
serum2_31,ERR523155,serum,/home/s2321661/Test/align/ERR523155/ERR523155_Aligned.sortedByCoord.out.bam
serum2_32,ERR523141,serum,/home/s2321661/Test/align/ERR523141/ERR523141_Aligned.sortedByCoord.out.bam
serum2_33,ERR523107,serum,/home/s2321661/Test/align/ERR523107/ERR523107_Aligned.sortedByCoord.out.bam
serum2_34,ERR522824,serum,/home/s2321661/Test/align/ERR522824/ERR522824_Aligned.sortedByCoord.out.bam
serum2_35,ERR523002,serum,/home/s2321661/Test/align/ERR523002/ERR523002_Aligned.sortedByCoord.out.bam
serum2_36,ERR522831,serum,/home/s2321661/Test/align/ERR522831/ERR522831_Aligned.sortedByCoord.out.bam
serum2_37,ERR522841,serum,/home/s2321661/Test/align/ERR522841/ERR522841_Aligned.sortedByCoord.out.bam
serum2_38,ERR522992,serum,/home/s2321661/Test/align/ERR522992/ERR522992_Aligned.sortedByCoord.out.bam
serum2_39,ERR523170,serum,/home/s2321661/Test/align/ERR523170/ERR523170_Aligned.sortedByCoord.out.bam
serum2_4,ERR522937,serum,/home/s2321661/Test/align/ERR522937/ERR522937_Aligned.sortedByCoord.out.bam
serum2_40,ERR523191,serum,/home/s2321661/Test/align/ERR523191/ERR523191_Aligned.sortedByCoord.out.bam
serum2_41,ERR523114,serum,/home/s2321661/Test/align/ERR523114/ERR523114_Aligned.sortedByCoord.out.bam
serum2_42,ERR522922,serum,/home/s2321661/Test/align/ERR522922/ERR522922_Aligned.sortedByCoord.out.bam
serum2_43,ERR522925,serum,/home/s2321661/Test/align/ERR522925/ERR522925_Aligned.sortedByCoord.out.bam
serum2_44,ERR523087,serum,/home/s2321661/Test/align/ERR523087/ERR523087_Aligned.sortedByCoord.out.bam
serum2_45,ERR522870,serum,/home/s2321661/Test/align/ERR522870/ERR522870_Aligned.sortedByCoord.out.bam
serum2_46,ERR522838,serum,/home/s2321661/Test/align/ERR522838/ERR522838_Aligned.sortedByCoord.out.bam
serum2_47,ERR522949,serum,/home/s2321661/Test/align/ERR522949/ERR522949_Aligned.sortedByCoord.out.bam
serum2_48,ERR523004,serum,/home/s2321661/Test/align/ERR523004/ERR523004_Aligned.sortedByCoord.out.bam
serum2_49,ERR523026,serum,/home/s2321661/Test/align/ERR523026/ERR523026_Aligned.sortedByCoord.out.bam
serum2_5,ERR522927,serum,/home/s2321661/Test/align/ERR522927/ERR522927_Aligned.sortedByCoord.out.bam
serum2_50,ERR523070,serum,/home/s2321661/Test/align/ERR523070/ERR523070_Aligned.sortedByCoord.out.bam
serum2_51,ERR522957,serum,/home/s2321661/Test/align/ERR522957/ERR522957_Aligned.sortedByCoord.out.bam
serum2_52,ERR522849,serum,/home/s2321661/Test/align/ERR522849/ERR522849_Aligned.sortedByCoord.out.bam
serum2_53,ERR523186,serum,/home/s2321661/Test/align/ERR523186/ERR523186_Aligned.sortedByCoord.out.bam
serum2_54,ERR522834,serum,/home/s2321661/Test/align/ERR522834/ERR522834_Aligned.sortedByCoord.out.bam
serum2_55,ERR522858,serum,/home/s2321661/Test/align/ERR522858/ERR522858_Aligned.sortedByCoord.out.bam
serum2_56,ERR523036,serum,/home/s2321661/Test/align/ERR523036/ERR523036_Aligned.sortedByCoord.out.bam
serum2_57,ERR523062,serum,/home/s2321661/Test/align/ERR523062/ERR523062_Aligned.sortedByCoord.out.bam
serum2_58,ERR522879,serum,/home/s2321661/Test/align/ERR522879/ERR522879_Aligned.sortedByCoord.out.bam
serum2_59,ERR522938,serum,/home/s2321661/Test/align/ERR522938/ERR522938_Aligned.sortedByCoord.out.bam
serum2_6,ERR523050,serum,/home/s2321661/Test/align/ERR523050/ERR523050_Aligned.sortedByCoord.out.bam
serum2_60,ERR523183,serum,/home/s2321661/Test/align/ERR523183/ERR523183_Aligned.sortedByCoord.out.bam
serum2_61,ERR523076,serum,/home/s2321661/Test/align/ERR523076/ERR523076_Aligned.sortedByCoord.out.bam
serum2_62,ERR523181,serum,/home/s2321661/Test/align/ERR523181/ERR523181_Aligned.sortedByCoord.out.bam
serum2_63,ERR522962,serum,/home/s2321661/Test/align/ERR522962/ERR522962_Aligned.sortedByCoord.out.bam
serum2_64,ERR523024,serum,/home/s2321661/Test/align/ERR523024/ERR523024_Aligned.sortedByCoord.out.bam
serum2_65,ERR523105,serum,/home/s2321661/Test/align/ERR523105/ERR523105_Aligned.sortedByCoord.out.bam
serum2_66,ERR523109,serum,/home/s2321661/Test/align/ERR523109/ERR523109_Aligned.sortedByCoord.out.bam
serum2_67,ERR522888,serum,/home/s2321661/Test/align/ERR522888/ERR522888_Aligned.sortedByCoord.out.bam
serum2_68,ERR523179,serum,/home/s2321661/Test/align/ERR523179/ERR523179_Aligned.sortedByCoord.out.bam
serum2_69,ERR522851,serum,/home/s2321661/Test/align/ERR522851/ERR522851_Aligned.sortedByCoord.out.bam
serum2_7,ERR522886,serum,/home/s2321661/Test/align/ERR522886/ERR522886_Aligned.sortedByCoord.out.bam
serum2_70,ERR523116,serum,/home/s2321661/Test/align/ERR523116/ERR523116_Aligned.sortedByCoord.out.bam
serum2_71,ERR523156,serum,/home/s2321661/Test/align/ERR523156/ERR523156_Aligned.sortedByCoord.out.bam
serum2_72,ERR523094,serum,/home/s2321661/Test/align/ERR523094/ERR523094_Aligned.sortedByCoord.out.bam
serum2_73,ERR522987,serum,/home/s2321661/Test/align/ERR522987/ERR522987_Aligned.sortedByCoord.out.bam
serum2_74,ERR522852,serum,/home/s2321661/Test/align/ERR522852/ERR522852_Aligned.sortedByCoord.out.bam
serum2_75,ERR522974,serum,/home/s2321661/Test/align/ERR522974/ERR522974_Aligned.sortedByCoord.out.bam
serum2_76,ERR522825,serum,/home/s2321661/Test/align/ERR522825/ERR522825_Aligned.sortedByCoord.out.bam
serum2_77,ERR522842,serum,/home/s2321661/Test/align/ERR522842/ERR522842_Aligned.sortedByCoord.out.bam
serum2_78,ERR522907,serum,/home/s2321661/Test/align/ERR522907/ERR522907_Aligned.sortedByCoord.out.bam
serum2_79,ERR522889,serum,/home/s2321661/Test/align/ERR522889/ERR522889_Aligned.sortedByCoord.out.bam
serum2_8,ERR523106,serum,/home/s2321661/Test/align/ERR523106/ERR523106_Aligned.sortedByCoord.out.bam
serum2_80,ERR523039,serum,/home/s2321661/Test/align/ERR523039/ERR523039_Aligned.sortedByCoord.out.bam
serum2_81,ERR523202,serum,/home/s2321661/Test/align/ERR523202/ERR523202_Aligned.sortedByCoord.out.bam
serum2_82,ERR523081,serum,/home/s2321661/Test/align/ERR523081/ERR523081_Aligned.sortedByCoord.out.bam
serum2_83,ERR522862,serum,/home/s2321661/Test/align/ERR522862/ERR522862_Aligned.sortedByCoord.out.bam
serum2_84,ERR523011,serum,/home/s2321661/Test/align/ERR523011/ERR523011_Aligned.sortedByCoord.out.bam
serum2_85,ERR523119,serum,/home/s2321661/Test/align/ERR523119/ERR523119_Aligned.sortedByCoord.out.bam
serum2_86,ERR522966,serum,/home/s2321661/Test/align/ERR522966/ERR522966_Aligned.sortedByCoord.out.bam
serum2_87,ERR523161,serum,/home/s2321661/Test/align/ERR523161/ERR523161_Aligned.sortedByCoord.out.bam
serum2_88,ERR522820,serum,/home/s2321661/Test/align/ERR522820/ERR522820_Aligned.sortedByCoord.out.bam
serum2_89,ERR522833,serum,/home/s2321661/Test/align/ERR522833/ERR522833_Aligned.sortedByCoord.out.bam
serum2_9,ERR523154,serum,/home/s2321661/Test/align/ERR523154/ERR523154_Aligned.sortedByCoord.out.bam
serum2_90,ERR522882,serum,/home/s2321661/Test/align/ERR522882/ERR522882_Aligned.sortedByCoord.out.bam
serum2_91,ERR522911,serum,/home/s2321661/Test/align/ERR522911/ERR522911_Aligned.sortedByCoord.out.bam
serum2_92,ERR523056,serum,/home/s2321661/Test/align/ERR523056/ERR523056_Aligned.sortedByCoord.out.bam
serum2_93,ERR522853,serum,/home/s2321661/Test/align/ERR522853/ERR522853_Aligned.sortedByCoord.out.bam
serum2_94,ERR522873,serum,/home/s2321661/Test/align/ERR522873/ERR522873_Aligned.sortedByCoord.out.bam
serum2_95,ERR523102,serum,/home/s2321661/Test/align/ERR523102/ERR523102_Aligned.sortedByCoord.out.bam
serum2_96,ERR523123,serum,/home/s2321661/Test/align/ERR523123/ERR523123_Aligned.sortedByCoord.out.bam
